#    L    TT             EE             BB             TE          
   359   0.221311E+04   0.187254E+02   0.303119E-01   0.745012E+02
   360   0.219174E+04   0.188478E+02   0.304003E-01   0.729060E+02
   361   0.217074E+04   0.189673E+02   0.304886E-01   0.712882E+02
   362   0.215018E+04   0.190840E+02   0.305769E-01   0.696508E+02
   363   0.212998E+04   0.191985E+02   0.306652E-01   0.679960E+02
   364   0.211022E+04   0.193086E+02   0.307534E-01   0.663201E+02
   365   0.209082E+04   0.194166E+02   0.308417E-01   0.646289E+02
   366   0.207186E+04   0.195216E+02   0.309300E-01   0.629196E+02
   367   0.205333E+04   0.196224E+02   0.310183E-01   0.611944E+02
   368   0.203510E+04   0.197209E+02   0.311067E-01   0.594546E+02
   369   0.201745E+04   0.198166E+02   0.311952E-01   0.576981E+02
   370   0.200016E+04   0.199087E+02   0.312837E-01   0.559300E+02
   371   0.198323E+04   0.199971E+02   0.313724E-01   0.541465E+02
   372   0.196674E+04   0.200827E+02   0.314613E-01   0.523523E+02
   373   0.195069E+04   0.201647E+02   0.315502E-01   0.505441E+02
   374   0.193507E+04   0.202438E+02   0.316393E-01   0.487258E+02
   375   0.191982E+04   0.203192E+02   0.317287E-01   0.468973E+02
   376   0.190508E+04   0.203919E+02   0.318182E-01   0.450586E+02
   377   0.189078E+04   0.204601E+02   0.319079E-01   0.432126E+02
   378   0.187683E+04   0.205248E+02   0.319978E-01   0.413564E+02
   379   0.186333E+04   0.205866E+02   0.320880E-01   0.394944E+02
   380   0.185033E+04   0.206455E+02   0.321785E-01   0.376243E+02
   381   0.183770E+04   0.206979E+02   0.322692E-01   0.357491E+02
   382   0.182543E+04   0.207489E+02   0.323603E-01   0.338695E+02
   383   0.181367E+04   0.207955E+02   0.324516E-01   0.319840E+02
   384   0.180242E+04   0.208378E+02   0.325433E-01   0.300962E+02
   385   0.179146E+04   0.208780E+02   0.326353E-01   0.282048E+02
   386   0.178102E+04   0.209139E+02   0.327277E-01   0.263118E+02
   387   0.177093E+04   0.209455E+02   0.328204E-01   0.244173E+02
   388   0.176128E+04   0.209734E+02   0.329135E-01   0.225227E+02
   389   0.175207E+04   0.209956E+02   0.330070E-01   0.206280E+02
   390   0.174329E+04   0.210171E+02   0.331010E-01   0.187354E+02
   391   0.173495E+04   0.210336E+02   0.331954E-01   0.168434E+02
   392   0.172698E+04   0.210480E+02   0.332902E-01   0.149549E+02
   393   0.171951E+04   0.210573E+02   0.333855E-01   0.130692E+02
   394   0.171241E+04   0.210631E+02   0.334812E-01   0.111885E+02
