#    L    TT             EE             TE             PP             TP          
   257   0.554163E+04   0.253418E+01   0.681681E+02   0.160253E+07   0.138960E+04
   258   0.552326E+04   0.261904E+01   0.697620E+02   0.159511E+07   0.137779E+04
   259   0.550441E+04   0.270604E+01   0.713383E+02   0.158774E+07   0.136607E+04
   260   0.548516E+04   0.279520E+01   0.729120E+02   0.158043E+07   0.135443E+04
   261   0.546536E+04   0.288644E+01   0.744607E+02   0.157317E+07   0.134287E+04
   262   0.544500E+04   0.298001E+01   0.760068E+02   0.156596E+07   0.133139E+04
   263   0.542446E+04   0.307568E+01   0.775428E+02   0.155880E+07   0.131999E+04
   264   0.540329E+04   0.317356E+01   0.790612E+02   0.155169E+07   0.130868E+04
   265   0.538156E+04   0.327356E+01   0.805545E+02   0.154463E+07   0.129744E+04
   266   0.535949E+04   0.337593E+01   0.820452E+02   0.153763E+07   0.128629E+04
   267   0.533687E+04   0.348032E+01   0.835107E+02   0.153067E+07   0.127521E+04
   268   0.531384E+04   0.358709E+01   0.849661E+02   0.152377E+07   0.126422E+04
   269   0.529024E+04   0.369596E+01   0.864037E+02   0.151691E+07   0.125330E+04
   270   0.526637E+04   0.380702E+01   0.878237E+02   0.151010E+07   0.124247E+04
   271   0.524202E+04   0.392021E+01   0.892260E+02   0.150334E+07   0.123171E+04
   272   0.521740E+04   0.403583E+01   0.906031E+02   0.149662E+07   0.122103E+04
   273   0.519229E+04   0.415331E+01   0.919699E+02   0.148996E+07   0.121043E+04
   274   0.516683E+04   0.427324E+01   0.933040E+02   0.148334E+07   0.119991E+04
   275   0.514095E+04   0.439512E+01   0.946278E+02   0.147676E+07   0.118946E+04
   276   0.511480E+04   0.451918E+01   0.959190E+02   0.147023E+07   0.117910E+04
   277   0.508816E+04   0.464544E+01   0.971997E+02   0.146375E+07   0.116880E+04
   278   0.506123E+04   0.477382E+01   0.984477E+02   0.145731E+07   0.115859E+04
   279   0.503396E+04   0.490427E+01   0.996705E+02   0.145092E+07   0.114845E+04
   280   0.500634E+04   0.503680E+01   0.100883E+03   0.144457E+07   0.113839E+04
   281   0.497851E+04   0.517149E+01   0.102062E+03   0.143826E+07   0.112841E+04
   282   0.495018E+04   0.530807E+01   0.103216E+03   0.143200E+07   0.111850E+04
   283   0.492165E+04   0.544675E+01   0.104345E+03   0.142578E+07   0.110867E+04
   284   0.489283E+04   0.558748E+01   0.105449E+03   0.141960E+07   0.109891E+04
   285   0.486373E+04   0.573027E+01   0.106526E+03   0.141346E+07   0.108922E+04
   286   0.483427E+04   0.587498E+01   0.107572E+03   0.140736E+07   0.107961E+04
   287   0.480453E+04   0.602163E+01   0.108599E+03   0.140131E+07   0.107008E+04
   288   0.477457E+04   0.617022E+01   0.109593E+03   0.139529E+07   0.106062E+04
   289   0.474433E+04   0.632070E+01   0.110562E+03   0.138932E+07   0.105123E+04
   290   0.471387E+04   0.647291E+01   0.111505E+03   0.138338E+07   0.104191E+04
   291   0.468320E+04   0.662763E+01   0.112407E+03   0.137749E+07   0.103267E+04
   292   0.465201E+04   0.678374E+01   0.113292E+03   0.137163E+07   0.102350E+04
   293   0.462090E+04   0.694089E+01   0.114136E+03   0.136581E+07   0.101440E+04
   294   0.458943E+04   0.710057E+01   0.114962E+03   0.136002E+07   0.100538E+04
   295   0.455796E+04   0.726130E+01   0.115748E+03   0.135428E+07   0.996425E+03
   296   0.452612E+04   0.742459E+01   0.116508E+03   0.134857E+07   0.987543E+03
   297   0.449413E+04   0.758822E+01   0.117242E+03   0.134289E+07   0.978732E+03
   298   0.446184E+04   0.775442E+01   0.117936E+03   0.133726E+07   0.969992E+03
   299   0.442948E+04   0.792247E+01   0.118596E+03   0.133165E+07   0.961323E+03
   300   0.439689E+04   0.809089E+01   0.119224E+03   0.132609E+07   0.952723E+03
   301   0.436415E+04   0.826117E+01   0.119826E+03   0.132055E+07   0.944194E+03
   302   0.433133E+04   0.843259E+01   0.120402E+03   0.131505E+07   0.935733E+03
   303   0.429835E+04   0.860590E+01   0.120936E+03   0.130959E+07   0.927340E+03
   304   0.426523E+04   0.878109E+01   0.121430E+03   0.130416E+07   0.919014E+03
   305   0.423203E+04   0.895671E+01   0.121898E+03   0.129876E+07   0.910754E+03
   306   0.419867E+04   0.913349E+01   0.122331E+03   0.129339E+07   0.902557E+03
   307   0.416523E+04   0.931144E+01   0.122723E+03   0.128806E+07   0.894425E+03
   308   0.413172E+04   0.949207E+01   0.123095E+03   0.128276E+07   0.886354E+03
   309   0.409820E+04   0.967240E+01   0.123419E+03   0.127749E+07   0.878345E+03
   310   0.406453E+04   0.985320E+01   0.123714E+03   0.127225E+07   0.870397E+03
   311   0.403086E+04   0.100367E+02   0.123968E+03   0.126705E+07   0.862507E+03
   312   0.399718E+04   0.102199E+02   0.124194E+03   0.126188E+07   0.854675E+03
   313   0.396342E+04   0.104044E+02   0.124378E+03   0.125674E+07   0.846900E+03
   314   0.392965E+04   0.105900E+02   0.124533E+03   0.125163E+07   0.839181E+03
   315   0.389588E+04   0.107755E+02   0.124646E+03   0.124655E+07   0.831517E+03
   316   0.386211E+04   0.109622E+02   0.124723E+03   0.124150E+07   0.823907E+03
   317   0.382833E+04   0.111487E+02   0.124765E+03   0.123648E+07   0.816349E+03
   318   0.379455E+04   0.113372E+02   0.124770E+03   0.123149E+07   0.808842E+03
   319   0.376083E+04   0.115254E+02   0.124740E+03   0.122653E+07   0.801386E+03
   320   0.372719E+04   0.117143E+02   0.124680E+03   0.122160E+07   0.793980E+03
